DATE,STLFSI2
2016-09-09,0.1574
2016-09-16,0.3537
2016-09-23,0.2183
2016-09-30,0.1833
2016-10-07,-0.0697
2016-10-14,0.0759
2016-10-21,0.0518
2016-10-28,-0.0032
2016-11-04,0.3908
2016-11-11,-0.1656
2016-11-18,-0.1835
2016-11-25,-0.2504
2016-12-02,-0.1125
2016-12-09,-0.3675
2016-12-16,-0.2693
2016-12-23,-0.1987
2016-12-30,-0.1462
2017-01-06,-0.1853
2017-01-13,-0.1954
2017-01-20,-0.1757
2017-01-27,-0.2769
2017-02-03,-0.2112
2017-02-10,-0.2660
2017-02-17,-0.3819
2017-02-24,-0.2743
2017-03-03,-0.4539
2017-03-10,-0.4861
2017-03-17,-0.4313
2017-03-24,-0.2976
2017-03-31,-0.4794
2017-04-07,-0.4437
2017-04-14,-0.3242
2017-04-21,-0.3080
2017-04-28,-0.6372
2017-05-05,-0.5543
2017-05-12,-0.6711
2017-05-19,-0.5251
2017-05-26,-0.7085
2017-06-02,-0.6677
2017-06-09,-0.7592
2017-06-16,-0.7562
2017-06-23,-0.5121
2017-06-30,-0.6119
2017-07-07,-0.6569
2017-07-14,-0.6215
2017-07-21,-0.7829
2017-07-28,-0.8256
2017-08-04,-0.6959
2017-08-11,-0.5158
2017-08-18,-0.4919
2017-08-25,-0.5117
2017-09-01,-0.5575
2017-09-08,-0.4861
2017-09-15,-0.7427
2017-09-22,-0.7775
2017-09-29,-0.7193
2017-10-06,-0.7532
2017-10-13,-0.7182
2017-10-20,-0.7863
2017-10-27,-0.7796
2017-11-03,-0.7457
2017-11-10,-0.7370
2017-11-17,-0.7489
2017-11-24,-0.9192
2017-12-01,-0.8548
2017-12-08,-0.7804
2017-12-15,-0.7335
2017-12-22,-0.7279
2017-12-29,-0.6453
2018-01-05,-0.7494
2018-01-12,-0.8212
2018-01-19,-0.7686
2018-01-26,-0.7492
2018-02-02,-0.5976
2018-02-09,-0.0084
2018-02-16,-0.3981
2018-02-23,-0.5248
2018-03-02,-0.2493
2018-03-09,-0.2798
2018-03-16,-0.2467
2018-03-23,0.0297
2018-03-30,0.0982
2018-04-06,0.1091
2018-04-13,-0.0857
2018-04-20,-0.2977
2018-04-27,-0.2350
2018-05-04,-0.1738
2018-05-11,-0.4292
2018-05-18,-0.4929
2018-05-25,-0.4200
2018-06-01,-0.1141
2018-06-08,-0.5797
2018-06-15,-0.5087
2018-06-22,-0.4432
2018-06-29,-0.2231
2018-07-06,-0.3718
2018-07-13,-0.6188
2018-07-20,-0.6298
2018-07-27,-0.7055
2018-08-03,-0.5986
2018-08-10,-0.6918
2018-08-17,-0.5541
2018-08-24,-0.7703
2018-08-31,-0.8021
2018-09-07,-0.7127
2018-09-14,-0.8562
2018-09-21,-0.9556
2018-09-28,-0.8791
2018-10-05,-0.8917
2018-10-12,-0.5464
2018-10-19,-0.6486
2018-10-26,-0.3498
2018-11-02,-0.3685
2018-11-09,-0.6490
2018-11-16,-0.1556
2018-11-23,-0.1010
2018-11-30,-0.3181
2018-12-07,0.0169
2018-12-14,0.0650
2018-12-21,0.3713
2018-12-28,0.4951
2019-01-04,0.1120
2019-01-11,-0.4025
2019-01-18,-0.3367
2019-01-25,-0.2978
2019-02-01,-0.3065
2019-02-08,-0.4569
2019-02-15,-0.5271
2019-02-22,-0.6856
2019-03-01,-0.7352
2019-03-08,-0.6097
2019-03-15,-0.7095
2019-03-22,-0.7309
2019-03-29,-0.4402
2019-04-05,-0.8166
2019-04-12,-0.7887
2019-04-19,-0.9025
2019-04-26,-0.7509
2019-05-03,-0.8030
2019-05-10,-0.5035
2019-05-17,-0.4714
2019-05-24,-0.5855
2019-05-31,-0.2749
2019-06-07,-0.3179
2019-06-14,-0.5524
2019-06-21,-0.4413
2019-06-28,-0.4363
2019-07-05,-0.6691
2019-07-12,-0.6089
2019-07-19,-0.5083
2019-07-26,-0.6286
2019-08-02,-0.4009
2019-08-09,0.1098
2019-08-16,0.0516
2019-08-23,-0.2553
2019-08-30,-0.2337
2019-09-06,-0.3000
2019-09-13,-0.5633
2019-09-20,-0.3507
2019-09-27,-0.0693
2019-10-04,0.2014
2019-10-11,-0.0449
2019-10-18,-0.3191
2019-10-25,-0.3230
2019-11-01,-0.2378
2019-11-08,-0.2628
2019-11-15,-0.2827
2019-11-22,-0.2222
2019-11-29,-0.3847
2019-12-06,-0.2554
2019-12-13,-0.4446
2019-12-20,-0.5443
2019-12-27,-0.3587
2020-01-03,-0.3724
2020-01-10,-0.4831
2020-01-17,-0.6560
2020-01-24,-0.5218
2020-01-31,-0.2182
2020-02-07,-0.5785
2020-02-14,-0.6919
2020-02-21,-0.5574
2020-02-28,0.5909
2020-03-06,1.2451
2020-03-13,3.3351
2020-03-20,5.4196
2020-03-27,5.0722
2020-04-03,2.6015
2020-04-10,2.0897
2020-04-17,1.3758
2020-04-24,2.0208
2020-05-01,0.9064
2020-05-08,0.6487
2020-05-15,0.6520
2020-05-22,0.1556
2020-05-29,-0.0835
2020-06-05,-0.3663
2020-06-12,0.0334
2020-06-19,0.2547
2020-06-26,0.2926
2020-07-03,0.2001
2020-07-10,-0.0991
2020-07-17,-0.1334
2020-07-24,-0.4200
2020-07-31,-0.2526
2020-08-07,-0.3700
2020-08-14,-0.4355
2020-08-21,-0.2218
2020-08-28,-0.4402
2020-09-04,-0.2831
2020-09-11,-0.1040
2020-09-18,-0.3496
2020-09-25,0.0333
2020-10-02,-0.3248
2020-10-09,-0.4836
2020-10-16,-0.3187
2020-10-23,-0.2540
2020-10-30,0.1357
2020-11-06,-0.3527
2020-11-13,-0.7948
2020-11-20,-0.4341
2020-11-27,-0.6164
2020-12-04,-0.6545
2020-12-11,-0.5868
2020-12-18,-0.5208
2020-12-25,-0.5514
2021-01-01,-0.6671
2021-01-08,-0.6639
2021-01-15,-0.7133
2021-01-22,-0.7122
2021-01-29,-0.4201
2021-02-05,-0.7391
2021-02-12,-0.8912
2021-02-19,-0.7765
2021-02-26,-0.5667
2021-03-05,-0.5424
2021-03-12,-0.6399
2021-03-19,-0.6629
2021-03-26,-0.6814
2021-04-02,-0.7891
2021-04-09,-0.8943
2021-04-16,-0.8430
2021-04-23,-0.7834
2021-04-30,-0.9042
2021-05-07,-0.9186
2021-05-14,-0.8485
2021-05-21,-0.8338
2021-05-28,-0.9510
2021-06-04,-0.9885
2021-06-11,-0.9613
2021-06-18,-0.9105
2021-06-25,-0.9632
2021-07-02,-1.0044
2021-07-09,-0.8746
2021-07-16,-0.9694
2021-07-23,-0.7183
2021-07-30,-0.9359
2021-08-06,-0.8588
2021-08-13,-1.0528
2021-08-20,-0.8128
2021-08-27,-0.9937
2021-09-03,-0.9860
2021-09-10,-0.9643
2021-09-17,-0.9297
2021-09-24,-0.7902
2021-10-01,-0.8819
2021-10-08,-0.8773
2021-10-15,-0.9738
2021-10-22,-1.1311
2021-10-29,-1.0015
2021-11-05,-0.8691
2021-11-12,-0.9544
2021-11-19,-0.8612
2021-11-26,-0.6427
2021-12-03,-0.3105
2021-12-10,-0.8557
2021-12-17,-0.6252
2021-12-24,-0.6940
